date,OPEN,HIGH,LOW,CLOSE,VOLUME,dividend,event_type,description
2016-01-21,84.25,87.15,83.27,86.0,143863130,12301358567.0,,
2016-01-22,88.97,92.28,87.62,91.5,207689990,18629551391.5,,
2016-01-25,92.55,93.35,90.0,91.0,131784760,12064344954.0,,
2016-01-26,89.06,91.76,88.74,91.5,105375580,9524472957.3,,
2016-01-27,91.98,96.26,91.47,95.75,150816500,14245600391.1,,
2016-01-28,95.77,97.28,94.33,96.69,179555940,17265123553.8,,
2016-01-29,97.47,98.7,95.12,96.5,165404880,16054714712.7,,
2016-02-01,96.27,97.49,95.29,96.5,89621070,8635273185.5,,
2016-02-02,95.7,97.07,93.75,94.4,128999060,12264491075.8,,
2016-02-03,93.91,96.89,93.71,94.53,112704620,10773565474.7,,
2016-02-04,98.56,98.56,96.71,97.57,122053010,11909432345.8,,
2016-02-05,97.01,97.98,96.35,97.2,81434160,7915423689.6,,
2016-02-08,97.05,97.86,93.85,94.7,106207300,10166007287.3,,
2016-02-09,94.0,95.63,92.7,93.89,121341460,11439498246.7,,
2016-02-10,93.5,96.77,93.16,96.35,111478160,10568892898.4,,
2016-02-11,95.71,96.1,93.05,94.2,115370090,10879931799.9,,
2016-02-12,95.14,95.67,94.18,94.85,79435870,7535249615.1,,
2016-02-15,96.0,96.37,94.93,95.25,68610990,6577429632.5,,
2016-02-16,95.99,97.28,95.7,96.51,114942500,11083515697.3,,
2016-02-17,96.51,99.38,96.05,99.2,114840150,11240177159.3,,
2016-02-18,99.9,102.8,99.75,102.7,125646250,12732765327.4,,
