date,OPEN,HIGH,LOW,CLOSE,VOLUME,dividend,event_type,description
2016-02-19,101.99,103.57,101.0,101.5,171600390,17517992690.7,,
2016-02-20,101.61,102.6,101.5,102.39,18170020,1856073801.2,,
2016-02-22,102.57,104.39,102.39,103.2,66187510,6848604254.1,,
2016-02-24,102.0,102.7,100.79,102.1,89140580,9065264147.5,,
2016-02-25,102.65,104.35,101.51,104.05,110333690,11403975917.3,,
2016-02-26,105.0,107.15,104.83,106.24,144091540,15295321582.9,,
2016-02-29,105.5,107.38,104.81,107.0,91798290,9760622267.5,,
2016-03-01,107.5,108.79,106.42,108.26,114856490,12378692096.8,,
2016-03-02,109.0,109.2,106.1,106.12,97924080,10513076518.7,,
2016-03-03,106.7,107.63,105.4,106.99,80188360,8550809009.7,,
2016-03-04,107.7,109.02,106.7,108.99,84288020,9097424212.0,,
2016-03-07,109.62,110.2,108.57,109.47,75021080,8213200369.8,,
2016-03-09,108.99,109.07,107.5,108.15,72419980,7832078624.6,,
2016-03-10,108.26,109.9,107.67,108.84,94994800,10361161759.0,,
2016-03-11,109.2,109.95,108.55,109.26,61331210,6706688254.4,,
2016-03-14,109.28,109.56,108.4,109.26,66481000,7248895619.9,,
2016-03-15,109.6,110.29,106.09,106.46,127043830,13731851331.0,,
2016-03-16,107.2,107.27,106.12,107.0,75835060,8097090903.9,,
2016-03-17,107.8,109.49,107.7,109.47,92997390,10123365188.7,,
2016-03-18,109.59,112.5,108.91,112.4,134630750,14983920514.0,,
2016-03-21,111.5,112.92,110.5,112.07,115565250,12891948432.2,,
2016-03-22,112.27,114.19,111.0,111.49,107526080,12081656420.5,,
2016-03-23,111.27,112.1,108.7,109.1,104185740,11471587093.6,,
2016-03-24,108.59,109.29,107.05,108.06,93439810,10092376449.9,,
2016-03-25,108.62,109.5,108.62,109.1,32979670,3598642926.5,,
2016-03-28,110.0,110.11,107.69,108.12,50130410,5444454984.8,,
2016-03-29,107.91,108.44,105.35,107.05,86835580,9252193779.5,,
2016-03-30,107.98,109.91,107.52,109.15,84472720,9179021892.9,,
2016-03-31,108.72,110.59,107.32,109.9,106590120,11622833134.2,,
2016-04-01,109.3,109.4,107.01,108.52,101276220,10954729269.3,,
2016-04-04,108.21,109.69,107.1,108.2,80458170,8742196865.3,,
2016-04-05,107.24,107.64,106.0,106.87,75655980,8076292165.0,,
2016-04-06,107.63,108.3,107.05,108.0,75577530,8134181775.9,,
2016-04-07,108.99,109.38,107.62,108.51,80295520,8710184003.2,,
2016-04-08,108.98,113.3,108.56,112.92,124450440,13825944881.5,,
2016-04-11,113.0,117.85,112.62,117.35,150709430,17458747643.8,,
2016-04-12,117.27,119.39,115.82,117.95,121033520,14222423017.2,,
2016-04-13,118.1,119.95,117.35,119.5,103450650,12284221991.6,,
2016-04-14,119.01,119.55,117.89,119.3,87986340,10448824709.5,,
2016-04-15,118.95,119.91,118.11,119.3,70464930,8389339753.7,,
2016-04-18,117.12,118.2,116.01,118.2,91828010,10752898612.4,,
2016-04-19,118.9,123.35,118.78,121.5,137828350,16735309525.3,,
2016-04-20,120.5,123.97,119.9,123.75,104454360,12741395879.8,,
2016-04-21,124.99,125.55,118.2,119.17,181989880,22131501769.7,,
2016-04-22,119.68,121.39,117.9,121.25,103033620,12356982713.0,,
2016-04-25,121.01,121.51,119.6,120.08,67353690,8108035672.6,,
2016-04-26,119.98,119.98,116.75,119.7,87582980,10367571495.8,,
2016-04-27,120.25,122.37,119.57,120.8,90776270,10991080027.5,,
2016-04-28,121.31,124.39,120.0,124.39,86145270,10556856884.7,,
2016-04-29,124.43,125.78,122.0,123.55,102845000,12763192798.2,,
2016-05-04,121.5,122.39,119.31,120.96,84919830,10235010629.0,,
2016-05-05,121.46,122.3,120.4,120.92,56067230,6802313979.8,,
2016-05-06,120.27,120.86,118.41,120.64,70324510,8411090739.3,,
2016-05-10,119.8,121.35,118.57,119.55,66142640,7919645465.5,,
2016-05-11,120.01,123.62,119.57,123.45,85404520,10423833974.5,,
2016-05-12,123.46,124.38,121.01,121.2,82201850,10080141940.6,,
2016-05-13,121.5,121.95,119.69,121.07,63730840,7703426593.5,,
2016-05-16,122.2,123.62,121.63,122.6,59171910,7262195712.3,,
2016-05-17,122.85,123.27,120.6,122.71,72505100,8835683168.1,,
2016-05-18,122.49,123.54,121.83,123.12,50047460,6142658749.2,,
2016-05-19,121.96,122.17,120.3,120.5,72437040,8790586342.1,,
2016-05-20,121.83,122.47,120.8,121.9,54014280,6571676358.8,,
2016-05-23,121.3,122.2,120.12,121.51,56408970,6825642828.0,,
2016-05-24,121.45,124.07,121.35,123.5,56897490,6987440602.1,,
2016-05-25,124.45,128.55,124.41,127.87,114073670,14479261729.1,,
2016-05-26,128.54,133.05,126.9,132.16,125310740,16357527266.9,,
2016-05-27,131.62,134.79,131.35,133.2,87175150,11592929058.8,,
2016-05-30,133.51,135.08,132.55,134.45,37575080,5029369652.9,,
2016-05-31,134.79,135.98,132.56,132.56,93363020,12553902695.3,,
2016-06-01,132.36,133.21,131.31,131.36,64165110,8482089251.8,,
2016-06-02,131.51,133.08,130.51,132.3,63947300,8414607338.4,,
2016-06-03,133.07,134.44,131.04,131.59,68202630,9033729325.9,,
2016-06-06,132.08,134.74,132.0,133.99,48666040,6514499719.6,,
2016-06-07,134.5,139.97,134.02,139.97,101205300,13958052347.4,,
2016-06-08,141.12,142.0,137.44,139.39,88540950,12361099013.8,,
2016-06-09,139.9,140.71,137.07,139.61,56597300,7862301120.3,,
2016-06-10,137.8,137.94,133.35,133.5,64569430,8751719910.6,,
2016-06-14,131.22,132.37,126.15,127.08,109389570,14046788936.6,,
2016-06-15,126.9,130.23,126.61,129.89,80324940,10369763886.9,,
2016-06-16,129.0,129.24,125.85,127.1,67167630,8520974588.5,,
2016-06-17,128.66,130.75,128.49,128.7,66796670,8666787653.4,,
2016-06-20,132.45,133.48,131.2,132.13,47921580,6355923662.3,,
2016-06-21,132.1,133.43,129.94,133.39,52409310,6908714760.5,,
2016-06-22,134.61,135.79,133.51,134.81,45459110,6122119624.6,,
2016-06-23,134.42,138.28,133.89,138.0,55163860,7546299634.1,,
2016-06-24,131.5,133.5,129.12,133.4,107405790,14149327652.7,,
2016-06-27,133.9,134.83,125.35,126.2,117447730,15219211846.1,,
2016-06-28,127.85,129.71,125.7,129.57,91288180,11699860490.7,,
2016-06-29,130.63,133.95,129.82,133.88,67216180,8882981033.0,,
2016-06-30,133.65,135.34,131.14,133.0,86955520,11562399539.1,,
2016-07-01,133.38,134.34,131.55,133.85,64562290,8586423005.5,,
2016-07-04,134.65,135.84,133.8,134.6,37974790,5119080832.0,,
2016-07-05,133.9,133.9,131.73,131.85,44240960,5853956115.3,,
2016-07-06,131.51,132.04,127.85,129.36,70460970,9124031149.9,,
2016-07-07,130.49,133.5,130.02,131.8,77524920,10222246297.4,,
2016-07-08,130.63,134.49,130.35,134.41,75763390,10043083863.8,,
2016-07-11,134.92,137.77,134.52,137.2,69836360,9533740566.7,,
2016-07-12,137.55,140.47,136.9,140.4,63799710,8882703238.9,,
2016-07-13,140.29,141.35,137.88,139.4,85670010,11936715358.2,,
2016-07-14,140.0,140.65,137.57,140.0,61352910,8548643589.6,,
2016-07-15,139.39,139.74,137.25,138.12,53551790,7409018726.0,,
2016-07-18,138.43,139.93,137.9,139.93,46932760,6530213164.9,,
2016-07-19,139.75,141.1,138.42,139.47,53219980,7434248905.0,,
2016-07-20,139.55,140.0,137.41,138.57,63451000,8794446158.8,,
2016-07-21,139.3,139.85,137.8,138.5,32417720,4499550437.9,,
2016-07-22,137.86,138.87,137.57,137.8,33621130,4645892258.2,,
2016-07-25,138.2,138.66,135.5,136.0,47091610,6428929124.3,,
2016-07-26,136.2,136.7,133.33,135.75,65112170,8772155248.3,,
2016-07-27,136.1,137.6,135.2,136.9,62463270,8528063308.6,,
2016-07-28,137.0,137.34,134.82,136.85,56411550,7686835854.3,,
2016-07-29,136.57,139.81,135.93,139.15,59193890,8166313934.7,,
2016-08-01,140.0,141.21,137.59,138.52,47153870,6565167416.9,,
2016-08-02,138.45,138.6,135.0,135.06,57230140,7808393550.0,,
2016-08-03,134.73,136.2,134.27,135.73,46790060,6328788314.9,,
2016-08-04,136.47,137.6,136.02,137.14,41613130,5698835374.4,,
2016-08-05,137.48,138.89,137.31,138.69,44500460,6151186763.5,,
2016-08-08,139.01,140.1,138.0,139.45,43544440,6061657241.3,,
2016-08-09,139.21,140.25,137.85,139.2,52334380,7283674749.7,,
2016-08-10,139.2,139.8,138.14,138.3,36208220,5032212517.9,,
2016-08-11,138.16,139.74,137.68,139.7,38363080,5325949295.1,,
2016-08-12,140.2,141.39,139.1,139.45,44408570,6222735593.4,,
2016-08-15,140.25,140.49,138.86,139.5,40246250,5623714089.0,,
2016-08-16,139.5,141.08,138.03,138.1,64976850,9059860088.6,,
2016-08-17,138.2,138.8,137.17,138.44,42754590,5908783673.8,,
2016-08-18,138.72,140.14,136.2,137.0,62192110,8579821231.5,,
2016-08-19,137.7,137.7,135.52,135.8,42601100,5799467960.0,,
2016-08-22,135.15,137.47,134.6,137.37,47528400,6466022031.4,,
2016-08-23,137.0,140.48,136.9,140.35,59224560,8229179028.6,,
2016-08-24,139.7,140.5,138.52,139.5,46466330,6481145528.9,,
2016-08-25,139.99,142.9,139.67,142.84,76078810,10719591847.0,,
2016-08-26,143.2,145.6,143.2,145.25,75195700,10863680090.1,,
2016-08-29,144.47,144.47,142.51,143.55,45656960,6536269238.9,,
2016-08-30,143.58,145.3,143.18,143.18,50500270,7287590705.2,,
2016-08-31,143.2,144.05,142.55,143.5,45305830,6488417705.3,,
2016-09-01,143.96,144.78,143.6,144.25,41963100,6053333272.3,,
2016-09-02,144.45,147.09,143.82,146.88,53845560,7841954397.6,,
2016-09-05,147.5,149.6,147.09,149.5,59600300,8877792792.3,,
2016-09-06,149.8,150.81,149.06,150.64,60199870,9039695232.9,,
2016-09-07,150.95,155.03,150.92,154.33,95300490,14653031148.6,,
2016-09-08,155.23,156.25,152.67,153.45,64752830,9978053627.1,,
2016-09-09,152.71,152.84,151.22,151.6,33786550,5133201463.2,,
2016-09-12,149.73,151.69,148.65,151.43,56124240,8434637360.6,,
2016-09-13,151.5,152.1,149.25,149.8,36177590,5435302608.3,,
2016-09-14,149.85,151.55,149.35,150.86,38730080,5826750811.6,,
2016-09-15,150.51,150.78,148.06,149.14,45152290,6731783060.1,,
2016-09-16,149.3,149.68,147.0,147.0,49929080,7409457744.0,,
2016-09-19,148.8,149.91,148.07,148.66,38986370,5808871221.6,,
2016-09-20,148.12,149.4,147.04,149.3,35197210,5213689011.3,,
2016-09-21,149.85,151.54,149.72,150.67,43825610,6611184133.7,,
2016-09-22,152.54,154.5,151.62,154.18,66192510,10131896102.7,,
2016-09-23,153.73,153.76,150.13,151.5,51201870,7765907039.4,,
2016-09-26,149.9,152.45,148.7,149.1,52078570,7818522520.6,,
2016-09-27,149.55,149.69,147.28,147.53,40476550,5998627260.4,,
2016-09-28,148.12,149.34,146.71,147.18,40322000,5973613428.0,,
2016-09-29,150.2,150.88,148.05,148.47,56728010,8485757408.7,,
2016-09-30,147.0,147.0,144.6,145.34,58037520,8455751298.5,,
2016-10-03,146.0,148.87,145.75,148.87,47993880,7090286397.9,,
2016-10-04,149.1,149.12,146.21,148.1,46486550,6865552494.8,,
2016-10-05,148.14,148.4,146.3,147.95,37993810,5601725481.1,,
2016-10-06,148.34,149.69,147.55,148.9,32716690,4866388391.6,,
2016-10-07,149.6,150.5,147.89,148.74,49440170,7380712145.9,,
2016-10-10,149.33,151.3,148.36,151.27,37509660,5631092388.8,,
2016-10-11,150.89,152.44,150.51,151.3,46387240,7032753973.4,,
2016-10-12,151.2,151.59,148.81,149.2,35366250,5305198096.4,,
2016-10-13,148.64,148.65,145.76,146.09,52838360,7760710426.3,,
2016-10-14,146.65,147.96,146.16,146.73,37124120,5459815705.3,,
2016-10-17,146.5,147.13,145.54,146.46,42616240,6234270452.3,,
2016-10-18,147.48,148.44,147.02,147.74,32955000,4870287968.4,,
2016-10-19,148.39,149.2,148.07,148.6,31874420,4738949483.2,,
2016-10-20,148.8,149.0,147.29,148.26,34266570,5082478516.3,,
2016-10-21,148.01,148.84,147.48,148.42,23329810,3456893308.2,,
2016-10-24,149.21,150.45,148.94,149.15,37453910,5608731106.3,,
2016-10-25,149.74,152.23,149.22,151.57,36161040,5466790141.6,,
2016-10-26,151.23,151.7,149.75,150.67,35952060,5414104154.2,,
2016-10-27,150.57,151.62,149.3,149.3,28739200,4326960565.7,,
2016-10-28,149.4,150.08,148.32,149.2,22418130,3343459651.7,,
2016-10-31,148.99,148.99,147.4,147.4,27721920,4100490194.0,,
2016-11-01,147.9,148.98,145.71,145.85,44168710,6501240496.6,,
2016-11-02,144.51,145.64,142.3,142.36,60205670,8644900131.6,,
2016-11-03,142.8,143.66,141.6,142.75,40341340,5753684844.6,,
2016-11-07,143.8,144.88,142.55,143.4,32443490,4665939140.2,,
2016-11-08,144.25,146.33,143.68,146.11,37347690,5425398366.0,,
2016-11-09,143.0,151.35,142.5,151.04,102394650,15190552602.5,,
2016-11-10,151.88,155.57,151.84,153.36,100426420,15449708503.1,,
2016-11-11,153.0,153.68,151.44,151.51,69515020,10594648321.2,,
2016-11-14,152.5,152.85,149.17,150.4,47655170,7182081900.5,,
2016-11-15,151.0,152.37,148.75,149.85,50518750,7601280974.3,,
2016-11-16,150.9,151.88,149.18,149.94,35759620,5386536072.9,,
2016-11-17,149.93,150.95,148.95,149.75,37684570,5651003392.7,,
2016-11-18,149.99,150.84,149.64,150.05,27291020,4100987357.0,,
2016-11-21,150.9,153.25,150.9,153.0,40030400,6102842031.8,,
2016-11-22,153.85,155.68,153.64,155.0,68572050,10616520476.9,,
2016-11-23,155.44,155.44,154.55,155.23,36365060,5636722764.2,,
2016-11-24,155.38,161.2,155.3,161.15,68795980,10912692925.7,,
2016-11-25,161.0,163.42,158.94,160.36,69148720,11120256119.7,,
2016-11-28,160.01,161.12,158.43,159.4,33551380,5354176567.4,,
2016-11-29,158.98,160.7,157.6,158.07,49350470,7827999916.0,,
2016-11-30,158.3,160.13,157.71,158.7,62385780,9909089628.3,,
2016-12-01,159.99,160.0,157.75,158.7,44384190,7053298659.9,,
2016-12-02,158.45,159.94,157.1,159.4,52755790,8365507532.4,,
2016-12-05,158.76,163.23,158.43,162.02,56633080,9139237895.5,,
2016-12-06,161.99,162.94,159.35,159.35,47160440,7601322082.3,,
2016-12-07,159.82,161.0,158.58,159.95,46914440,7502503249.5,,
2016-12-08,160.7,168.98,160.67,168.98,98187850,16224009729.6,,
2016-12-09,169.65,170.87,167.6,169.66,74497920,12605057701.0,,
2016-12-12,172.0,178.93,171.35,175.4,114401460,20082774584.9,,
2016-12-13,175.0,177.48,172.06,176.9,64580090,11293028296.1,,
2016-12-14,177.0,177.87,172.37,173.7,53848710,9373676243.5,,
2016-12-15,171.5,175.39,171.35,174.92,75039220,12988013102.7,,
2016-12-16,175.61,177.04,173.5,173.9,50133300,8766862602.3,,
2016-12-19,174.76,175.55,173.2,174.3,34213020,5976308452.3,,
2016-12-20,174.17,176.86,173.03,175.9,31563470,5532589587.8,,
2016-12-21,176.68,185.34,174.65,174.71,92678660,16487999994.5,,
2016-12-22,174.49,175.35,170.0,170.0,67004190,11520496732.0,,
2016-12-23,169.8,171.76,168.55,171.15,37355710,6360131652.8,,
2016-12-26,171.3,173.2,171.15,171.97,21221200,3658712860.7,,
2016-12-27,172.0,172.7,170.5,172.27,19784040,3402019712.0,,
2016-12-28,173.0,173.63,170.1,170.1,37022030,6363289458.9,,
2016-12-29,170.05,172.22,167.55,171.3,49661210,8429269980.0,,
2016-12-30,171.7,173.25,170.56,173.25,35427000,6088303588.4,,
2017-01-03,173.4,181.68,173.0,180.12,53890400,9609078356.4,,
2017-01-04,178.9,179.41,174.23,175.95,41400710,7305516105.8,,
2017-01-05,176.31,177.28,171.54,171.9,35093040,6109242773.7,,
2017-01-06,172.4,173.75,169.5,170.69,35415590,6065097940.3,,
2017-01-09,171.37,172.39,168.05,168.35,35187380,5977865131.5,,
2017-01-10,168.35,172.3,167.54,171.6,58874120,10071297927.3,,
2017-01-11,171.5,173.05,168.54,169.05,52772790,9012624271.8,,
2017-01-12,170.0,170.65,168.02,168.27,49854940,8442987495.6,,
2017-01-13,168.79,172.39,163.88,164.9,85990570,14304593966.6,,
2017-01-16,165.22,166.8,164.06,164.66,37577470,6218640885.2,,
2017-01-17,164.67,166.47,163.34,165.98,45968310,7583759716.1,,
2017-01-18,165.9,167.8,164.31,165.24,42479900,7051446491.7,,
2017-01-19,165.46,166.99,164.69,166.3,38478840,6375017242.4,,
2017-01-20,166.55,168.19,165.42,167.49,32581460,5439248605.5,,
2017-01-23,167.33,167.33,164.53,166.75,36457470,6047501657.5,,
2017-01-24,167.37,170.7,167.24,170.25,45397860,7685357888.0,,
2017-01-25,170.5,171.3,169.5,170.26,42543080,7244601704.1,,
2017-01-26,170.85,174.39,169.06,173.79,56105000,9680053074.7,,
2017-01-27,173.89,178.92,173.0,178.92,71123150,12474937132.1,,
2017-01-30,177.5,178.0,174.24,174.6,45935720,8087212526.2,,
2017-01-31,174.37,175.27,172.07,172.2,46486680,8049700034.0,,
2017-02-01,172.59,174.27,171.75,173.9,42252780,7317581391.2,,
2017-02-02,173.94,174.69,171.95,172.83,31064430,5380063370.9,,
2017-02-03,173.03,174.19,172.27,173.8,34744860,6026290634.9,,
2017-02-06,174.71,174.98,172.22,172.87,33943730,5881045286.4,,
2017-02-07,173.0,174.18,171.51,173.47,33506000,5795780887.6,,
2017-02-08,173.2,173.2,170.77,171.2,33314310,5719832547.9,,
2017-02-09,171.91,172.67,167.84,168.8,48730500,8265496689.9,,
2017-02-10,169.05,170.45,165.4,165.5,59337100,9906222029.1,,
2017-02-13,166.05,167.05,163.5,164.7,53028170,8747119742.3,,
2017-02-14,164.99,165.14,162.01,162.7,54466800,8876852540.2,,
2017-02-15,162.27,165.57,160.0,163.5,68808530,11242527834.7,,
2017-02-16,164.4,166.5,162.21,166.49,44328980,7301058057.2,,
2017-02-17,166.48,167.12,164.42,165.49,32616900,5402840339.5,,
2017-02-20,166.4,166.69,163.93,165.44,26986270,4461326090.5,,
2017-02-21,165.11,168.38,164.8,167.0,39649880,6625621596.3,,
2017-02-22,167.5,168.3,164.35,165.9,40662980,6767903223.5,,
2017-02-24,166.53,168.02,165.03,165.51,29704800,4941136901.3,,
2017-02-27,166.01,166.34,160.62,160.95,41947190,6832437625.0,,
2017-02-28,161.05,161.19,155.7,156.0,67919290,10715464371.7,,
2017-03-01,155.65,160.92,155.65,160.0,62258970,9933849228.5,,
2017-03-02,161.39,164.3,160.33,163.4,65453580,10627718572.8,,
2017-03-03,162.95,164.89,161.61,164.4,38242710,6251135565.2,,
2017-03-06,164.5,165.99,162.0,162.0,36845090,6051572005.1,,
2017-03-07,162.41,162.41,158.9,160.98,44866990,7207037205.9,,
2017-03-09,159.22,160.84,155.23,156.2,63696720,10053776691.9,,
2017-03-10,157.32,159.4,155.55,157.5,51296630,8097090719.7,,
2017-03-13,157.49,159.87,155.86,158.92,34087370,5408217253.6,,
2017-03-14,159.5,160.75,157.02,157.42,59200290,9425744051.6,,
2017-03-15,158.05,159.67,156.06,156.2,48858400,7697717656.1,,
2017-03-16,157.82,159.85,157.82,158.35,68322520,10847183757.8,,
2017-03-17,158.55,162.85,158.17,161.15,65470090,10530193716.3,,
2017-03-20,161.57,164.05,160.61,163.8,41497240,6756721100.8,,
2017-03-21,164.5,165.49,162.25,162.98,39831880,6540331822.4,,
2017-03-22,162.01,162.92,159.75,162.92,40877170,6586523211.4,,
2017-03-23,163.5,164.84,162.1,164.15,38722220,6332000331.6,,
2017-03-24,164.0,165.9,163.07,164.52,33041260,5442276482.8,,
2017-03-27,163.03,163.37,161.1,162.69,35418700,5747342963.7,,
2017-03-28,163.5,164.1,162.05,163.66,30489200,4971819967.0,,
2017-03-29,164.0,164.9,162.37,163.22,26160370,4275633841.6,,
2017-03-30,163.32,164.1,161.9,163.5,24410850,3981999668.3,,
2017-03-31,163.4,163.7,159.51,159.8,31639970,5094871408.6,,
2017-04-03,160.77,162.94,159.84,161.8,32726400,5287146510.1,,
2017-04-04,161.37,163.95,160.7,163.5,23333230,3789024448.8,,
2017-04-05,164.33,168.45,163.82,168.1,57753380,9623815655.2,,
2017-04-06,167.54,168.19,166.41,167.49,24422020,4090698387.9,,
2017-04-07,166.12,166.84,160.71,161.49,59739010,9744745429.1,,
2017-04-10,161.0,161.39,154.51,155.2,73718410,11548278934.7,,
2017-04-11,155.2,158.59,154.61,156.0,53342100,8379332854.4,,
2017-04-12,157.0,157.44,150.28,150.28,53279800,8168758811.2,,
2017-04-13,151.57,153.35,149.7,152.0,70013640,10616261149.1,,
2017-04-14,150.42,152.25,148.6,149.24,25092420,3772556350.9,,
2017-04-17,149.44,154.2,147.62,153.99,48418090,7312223641.2,,
2017-04-18,154.44,155.59,152.15,153.4,60882590,9373104156.1,,
2017-04-19,153.18,155.38,152.36,153.6,38955390,6006368511.9,,
2017-04-20,153.0,158.4,152.26,158.21,64127430,9967956368.9,,
2017-04-21,158.74,160.3,157.8,159.59,57187090,9113848242.0,,
2017-04-24,161.09,163.43,161.0,162.5,48021380,7795803533.7,,
2017-04-25,163.0,163.53,161.31,162.55,40534410,6588171646.1,,
2017-04-26,163.08,165.8,161.7,165.05,49259630,8068611971.9,,
2017-04-27,164.99,165.79,163.27,164.69,43712420,7193390744.4,,
2017-04-28,165.5,166.0,163.91,165.2,40999710,6771043231.3,,
2017-05-02,166.0,168.34,165.01,166.64,42498180,7109603271.5,,
2017-05-03,166.3,166.5,163.63,164.71,33570350,5532940128.1,,
2017-05-04,164.62,167.4,163.78,165.5,37623080,6238052591.8,,
2017-05-05,164.22,166.6,164.0,165.8,35495540,5861269525.6,,
2017-05-10,167.0,170.8,166.41,170.8,46474510,7853777784.0,,
2017-05-11,171.0,172.39,168.84,169.97,56593530,9667508132.2,,
2017-05-12,169.75,170.43,166.85,167.7,37355540,6286902322.8,,
2017-05-15,168.5,171.68,167.89,171.35,47099400,8000111823.7,,
2017-05-16,170.97,172.0,169.98,170.66,37205990,6359705115.8,,
2017-05-17,169.8,170.63,168.17,169.24,35218260,5972642510.9,,
2017-05-18,168.41,169.17,164.7,166.5,57482410,9558033922.9,,
2017-05-19,167.48,170.08,165.71,168.87,36552330,6132186211.4,,
2017-05-22,170.5,170.5,167.14,168.03,29679120,5002659619.9,,
2017-05-23,167.87,168.3,165.4,166.31,39501140,6593755611.6,,
2017-05-24,166.8,168.48,162.51,165.7,46891970,7755908057.5,,
2017-05-25,166.5,166.95,163.53,164.05,34373440,5674501383.3,,
2017-05-26,163.8,163.8,160.62,160.7,46062750,7439429996.2,,
2017-05-29,161.0,164.22,160.69,163.9,28741460,4678437609.3,,
2017-05-30,163.15,163.45,161.17,161.64,22672890,3676741724.7,,
2017-05-31,161.6,161.6,155.03,155.93,74365770,11701550678.4,,
2017-06-01,156.4,156.76,152.72,153.0,50590080,7814012596.7,,
2017-06-02,153.0,157.14,151.62,157.14,65420920,10112574850.5,,
2017-06-05,157.1,158.89,154.43,154.7,48595070,7623722591.3,,
2017-06-06,154.49,156.0,152.11,152.8,34673910,5331165014.9,,
2017-06-07,153.3,155.11,151.75,152.82,43663590,6710167151.8,,
2017-06-08,153.16,153.43,148.25,151.93,67991950,10234476574.8,,
2017-06-09,151.41,153.75,150.12,150.13,45312560,6868686564.2,,
2017-06-13,145.35,147.3,145.0,146.0,53389650,7800680365.8,,
2017-06-14,145.65,145.65,142.81,143.0,58225630,8399759584.7,,
2017-06-15,141.94,142.21,136.2,139.0,183326250,25298287188.4,,
2017-06-16,139.65,142.8,139.02,141.63,79690200,11234952215.4,,
2017-06-19,142.5,145.15,141.8,145.0,55251940,7954274311.3,,
2017-06-20,145.2,147.1,143.5,144.9,58990950,8611404258.6,,
2017-06-21,144.16,144.99,142.77,143.49,48036300,6907295034.7,,
2017-06-22,142.39,145.69,141.78,144.25,54360770,7843783759.4,,
2017-06-23,144.4,146.0,143.62,144.1,42333900,6126589053.9,,
2017-06-26,144.85,146.49,143.81,144.49,46189970,6705611153.0,,
2017-06-27,144.05,147.2,143.4,147.1,51070850,7436593075.2,,
2017-06-28,146.2,146.45,144.71,145.5,45975150,6695923001.6,,
2017-06-29,146.51,146.83,143.2,143.8,48806780,7089870660.9,,
2017-06-30,143.2,146.73,142.88,145.59,67210520,9782692507.9,,
2017-07-03,146.65,148.3,146.22,147.5,38410910,5655804978.8,,
2017-07-04,147.5,149.8,147.11,149.39,40165050,5979632355.9,,
2017-07-05,149.39,149.79,147.89,148.96,48191260,7176145870.6,,
2017-07-06,149.2,151.03,148.9,150.35,51568300,7747127175.5,,
2017-07-07,149.65,152.5,149.06,152.16,57150370,8634577444.2,,
2017-07-10,152.48,155.34,152.36,155.0,63627110,9810656700.2,,
2017-07-11,155.55,157.0,154.95,156.91,57224430,8930678023.5,,
2017-07-12,157.53,160.99,157.5,160.85,70426950,11246061319.3,,
2017-07-13,161.46,162.62,158.34,159.94,71818670,11501665989.3,,
2017-07-14,159.9,162.26,159.43,161.4,43599590,7029017854.2,,
2017-07-17,161.8,163.1,159.82,161.98,40217710,6484399938.7,,
2017-07-18,162.0,162.99,160.88,161.7,36470090,5899017037.7,,
2017-07-19,161.3,164.34,160.53,164.34,56474420,9184589048.0,,
2017-07-20,164.06,164.91,163.47,163.93,41944460,6885473178.6,,
2017-07-21,163.99,163.99,161.72,162.1,35022910,5698252930.7,,
2017-07-24,161.21,162.33,158.6,161.33,57495790,9238717282.1,,
2017-07-25,161.66,162.3,159.92,160.22,43210700,6948155291.2,,
2017-07-26,160.71,162.31,160.12,161.55,42613080,6873477732.4,,
2017-07-27,162.41,166.0,162.4,166.0,55346350,9084783029.6,,
2017-07-28,165.37,165.75,163.15,165.4,50132670,8239426338.6,,
2017-07-31,165.53,167.35,163.88,164.53,55781520,9216446332.4,,
2017-08-01,165.5,168.0,165.3,166.31,55355180,9250912286.6,,
2017-08-02,166.6,169.94,166.54,169.9,55341010,9333571917.6,,
2017-08-03,170.0,170.98,169.17,170.0,56318760,9574768188.3,,
2017-08-04,169.49,170.0,168.6,169.73,27204000,4613134895.7,,
2017-08-07,170.47,172.95,170.38,172.79,35533610,6110748025.5,,
2017-08-08,173.0,175.88,172.66,175.75,50529650,8806524274.8,,
2017-08-09,174.8,175.2,172.8,173.4,49021230,8522505060.2,,
2017-08-10,173.75,174.16,172.01,172.2,30020500,5194393409.9,,
2017-08-11,171.26,172.49,168.64,172.05,60812390,10364213054.1,,
2017-08-14,173.0,173.77,171.37,172.51,30902070,5339481719.5,,
2017-08-15,172.31,172.72,170.46,172.33,30384890,5211983477.8,,
2017-08-16,172.95,175.3,172.83,173.05,41837570,7287122720.5,,
2017-08-17,172.5,173.99,172.27,172.72,26052310,4513165987.6,,
2017-08-18,171.71,171.71,168.13,169.5,52379100,8890463726.8,,
2017-08-21,169.77,170.69,168.5,169.9,36731730,6238468270.8,,
2017-08-22,171.2,171.7,169.7,171.0,37858620,6465128071.4,,
2017-08-23,171.0,175.3,170.98,175.3,55467190,9627578520.5,,
2017-08-24,175.5,179.94,175.3,179.8,78590210,14044293824.0,,
2017-08-25,180.85,182.25,179.6,180.51,68786620,12440671465.5,,
2017-08-28,180.6,181.85,179.2,181.85,27960960,5055616286.3,,
2017-08-29,182.0,182.0,179.51,181.89,46130680,8319540730.1,,
2017-08-30,182.5,184.48,180.85,183.5,48548970,8882331416.9,,
2017-08-31,182.99,186.33,181.71,183.51,64267180,11869911146.0,,
